image,brand,body_style
"88,000+_Images_of_Cars_86125.jpg",PEUGEOT,family_car
test_06033.jpg,FORD,sports_car
"88,000+_Images_of_Cars_80554.jpg",CHEVROLET,suv
train_04969.jpg,NISSAN,family_car
"88,000+_Images_of_Cars_40016.jpg",CHEVROLET,sports_car
"88,000+_Images_of_Cars_19163.jpg",KIA,sports_car
"88,000+_Images_of_Cars_36180.jpg",HYUNDAI,sedan
"88,000+_Images_of_Cars_77862.jpg",CHEVROLET,suv
"88,000+_Images_of_Cars_58881.jpg",OPEL,sports_car
"88,000+_Images_of_Cars_41308.jpg",KIA,sports_car
"88,000+_Images_of_Cars_2742.jpg",CHEVROLET,suv
"88,000+_Images_of_Cars_51494.jpg",FORD,sports_car
"88,000+_Images_of_Cars_71744.jpg",RENAULT,sports_car
train_00058.jpg,CHEVROLET,suv
"88,000+_Images_of_Cars_50952.jpg",HONDA,sports_car
"88,000+_Images_of_Cars_27502.jpg",CHEVROLET,suv
"88,000+_Images_of_Cars_78006.jpg",HYUNDAI,sports_car
"88,000+_Images_of_Cars_73153.jpg",FIAT,sports_car
"88,000+_Images_of_Cars_8086.jpg",KIA,family_car
"88,000+_Images_of_Cars_35106.jpg",MAZDA,sedan
train_05120.jpg,VOLVO,family_car
"88,000+_Images_of_Cars_25315.jpg",RENAULT,sports_car
"88,000+_Images_of_Cars_63340.jpg",FIAT,sports_car
"88,000+_Images_of_Cars_32669.jpg",KIA,sedan
"88,000+_Images_of_Cars_75522.jpg",ALFAROMEO,sports_car
"88,000+_Images_of_Cars_9398.jpg",CHEVROLET,sports_car
"88,000+_Images_of_Cars_45387.jpg",FORD,suv
"88,000+_Images_of_Cars_65057.jpg",LEXUS,suv
"88,000+_Images_of_Cars_63426.jpg",HONDA,family_car
"88,000+_Images_of_Cars_14876.jpg",KIA,family_car
"88,000+_Images_of_Cars_6915.jpg",KIA,suv
"88,000+_Images_of_Cars_76995.jpg",HONDA,sports_car
"88,000+_Images_of_Cars_67640.jpg",VOLVO,sports_car
"88,000+_Images_of_Cars_36369.jpg",FIAT,family_car
"88,000+_Images_of_Cars_47590.jpg",FIAT,sports_car
"88,000+_Images_of_Cars_46856.jpg",FORD,sports_car
"88,000+_Images_of_Cars_71022.jpg",PEUGEOT,family_car
"88,000+_Images_of_Cars_37077.jpg",FORD,suv
"88,000+_Images_of_Cars_67654.jpg",KIA,suv
"88,000+_Images_of_Cars_76981.jpg",MAZDA,hatchback
"88,000+_Images_of_Cars_59962.jpg",FIAT,sports_car
"88,000+_Images_of_Cars_21601.jpg",NISSAN,suv
"88,000+_Images_of_Cars_70328.jpg",HYUNDAI,sports_car
"88,000+_Images_of_Cars_57797.jpg",CHEVROLET,suv
"88,000+_Images_of_Cars_78774.jpg",PEUGEOT,sports_car
"88,000+_Images_of_Cars_76759.jpg",OPEL,hatchback
"88,000+_Images_of_Cars_38350.jpg",NISSAN,suv
"88,000+_Images_of_Cars_69679.jpg",HYUNDAI,sports_car
"88,000+_Images_of_Cars_71036.jpg",NISSAN,sports_car
"88,000+_Images_of_Cars_23016.jpg",VOLVO,family_car
"88,000+_Images_of_Cars_24779.jpg",CHEVROLET,suv
train_03223.jpg,FORD,family_car
"88,000+_Images_of_Cars_33205.jpg",FORD,sports_car
"88,000+_Images_of_Cars_14862.jpg",CHEVROLET,family_car
"88,000+_Images_of_Cars_73621.jpg",CHEVROLET,suv
"88,000+_Images_of_Cars_22308.jpg",CHEVROLET,sports_car
"88,000+_Images_of_Cars_8092.jpg",CHEVROLET,suv
"88,000+_Images_of_Cars_1908.jpg",FORD,sports_car
"88,000+_Images_of_Cars_53297.jpg",LEXUS,sports_car
"88,000+_Images_of_Cars_43084.jpg",FORD,family_car
"88,000+_Images_of_Cars_44933.jpg",PEUGEOT,sports_car
"88,000+_Images_of_Cars_33563.jpg",FIAT,sports_car
"88,000+_Images_of_Cars_75536.jpg",ALFAROMEO,sports_car
"88,000+_Images_of_Cars_52189.jpg",LEXUS,sports_car
"88,000+_Images_of_Cars_38436.jpg",KIA,suv
train_07723.jpg,KIA,sports_car
"88,000+_Images_of_Cars_16913.jpg",CHEVROLET,family_car
"88,000+_Images_of_Cars_41693.jpg",MAZDA,hatchback
"88,000+_Images_of_Cars_82800.jpg",CHEVROLET,sports_car
"88,000+_Images_of_Cars_64413.jpg",KIA,sedan
test_07846.jpg,FORD,family_car
"88,000+_Images_of_Cars_13843.jpg",CHEVROLET,suv
"88,000+_Images_of_Cars_55816.jpg",LEXUS,suv
train_02673.jpg,CHEVROLET,sports_car
"88,000+_Images_of_Cars_12585.jpg",HONDA,sports_car
"88,000+_Images_of_Cars_62062.jpg",VOLVO,family_car
"88,000+_Images_of_Cars_72271.jpg",LEXUS,suv
"88,000+_Images_of_Cars_79324.jpg",OPEL,sports_car
test_04397.jpg,VOLVO,suv
"88,000+_Images_of_Cars_76017.jpg",OPEL,sports_car
"88,000+_Images_of_Cars_29513.jpg",KIA,suv
"88,000+_Images_of_Cars_77309.jpg",KIA,sports_car
"88,000+_Images_of_Cars_82828.jpg",CHEVROLET,sports_car
"88,000+_Images_of_Cars_41863.jpg",LEXUS,suv
"88,000+_Images_of_Cars_4680.jpg",CHEVROLET,suv
"88,000+_Images_of_Cars_70300.jpg",LEXUS,suv
test_02080.jpg,CHEVROLET,suv
"88,000+_Images_of_Cars_26146.jpg",ALFAROMEO,sports_car
"88,000+_Images_of_Cars_82196.jpg",CITROEN,sedan
"88,000+_Images_of_Cars_79442.jpg",CHEVROLET,sports_car
"88,000+_Images_of_Cars_2597.jpg",VOLVO,family_car
train_00702.jpg,HYUNDAI,family_car
"88,000+_Images_of_Cars_30724.jpg",KIA,sports_car
"88,000+_Images_of_Cars_11932.jpg",LEXUS,suv
test_05937.jpg,CITROEN,sports_car
"88,000+_Images_of_Cars_66562.jpg",SKODA,suv
"88,000+_Images_of_Cars_80959.jpg",CITROEN,sports_car
"88,000+_Images_of_Cars_34542.jpg",VOLVO,sports_car
"88,000+_Images_of_Cars_72517.jpg",VOLVO,suv
"88,000+_Images_of_Cars_62704.jpg",FORD,family_car
"88,000+_Images_of_Cars_24751.jpg",HYUNDAI,hatchback
"88,000+_Images_of_Cars_6929.jpg",HYUNDAI,family_car
"88,000+_Images_of_Cars_80781.jpg",VOLVO,suv
"88,000+_Images_of_Cars_43906.jpg",HYUNDAI,sedan
"88,000+_Images_of_Cars_34556.jpg",HYUNDAI,sports_car
"88,000+_Images_of_Cars_35890.jpg",RENAULT,sports_car
"88,000+_Images_of_Cars_70314.jpg",VOLVO,sports_car
"88,000+_Images_of_Cars_36341.jpg",LEXUS,sports_car
test_02094.jpg,RENAULT,sports_car
"88,000+_Images_of_Cars_16091.jpg",FORD,suv
"88,000+_Images_of_Cars_26152.jpg",KIA,sports_car
"88,000+_Images_of_Cars_78748.jpg",FORD,suv
"88,000+_Images_of_Cars_58498.jpg",HYUNDAI,sports_car
"88,000+_Images_of_Cars_29261.jpg",CITROEN,sports_car
"88,000+_Images_of_Cars_2583.jpg",HYUNDAI,suv
"88,000+_Images_of_Cars_59786.jpg",LEXUS,sedan
"88,000+_Images_of_Cars_48853.jpg",NISSAN,suv
"88,000+_Images_of_Cars_30730.jpg",LEXUS,sports_car
test_05923.jpg,CHEVROLET,family_car
"88,000+_Images_of_Cars_20523.jpg",NISSAN,suv
"88,000+_Images_of_Cars_69123.jpg",NISSAN,suv
"88,000+_Images_of_Cars_37739.jpg",MAZDA,suv
"88,000+_Images_of_Cars_10386.jpg",CHEVROLET,family_car
"88,000+_Images_of_Cars_76003.jpg",NISSAN,sports_car
"88,000+_Images_of_Cars_30056.jpg",FORD,suv
"88,000+_Images_of_Cars_26634.jpg",FORD,suv
"88,000+_Images_of_Cars_31348.jpg",KIA,suv
"88,000+_Images_of_Cars_70472.jpg",VOLVO,sedan
train_06401.jpg,ALFAROMEO,sports_car
"88,000+_Images_of_Cars_39714.jpg",MAZDA,sports_car
"88,000+_Images_of_Cars_64407.jpg",KIA,sports_car
"88,000+_Images_of_Cars_13857.jpg",HYUNDAI,family_car
train_02667.jpg,OPEL,sports_car
"88,000+_Images_of_Cars_63368.jpg",OPEL,suv
"88,000+_Images_of_Cars_87944.jpg",HONDA,family_car
"88,000+_Images_of_Cars_6083.jpg",CHEVROLET,suv
"88,000+_Images_of_Cars_65719.jpg",KIA,sports_car
"88,000+_Images_of_Cars_34230.jpg",PEUGEOT,sports_car
test_07661.jpg,FORD,sports_car
"88,000+_Images_of_Cars_6068.jpg",VOLVO,family_car
train_02854.jpg,CHEVROLET,suv
"88,000+_Images_of_Cars_15215.jpg",HONDA,sports_car
"88,000+_Images_of_Cars_239.jpg",NISSAN,sports_car
"88,000+_Images_of_Cars_58315.jpg",LEXUS,suv
"88,000+_Images_of_Cars_57026.jpg",CITROEN,sedan
"88,000+_Images_of_Cars_3110.jpg",FORD,suv
test_05076.jpg,FORD,family_car
"88,000+_Images_of_Cars_70499.jpg",NISSAN,sports_car
"88,000+_Images_of_Cars_51457.jpg",RENAULT,sports_car
"88,000+_Images_of_Cars_49218.jpg",HYUNDAI,suv
"88,000+_Images_of_Cars_26807.jpg",CHEVROLET,suv
"88,000+_Images_of_Cars_71787.jpg",MAZDA,hatchback
"88,000+_Images_of_Cars_39927.jpg",NISSAN,sports_car
"88,000+_Images_of_Cars_41644.jpg",FORD,suv
"88,000+_Images_of_Cars_61594.jpg",VOLVO,suv
"88,000+_Images_of_Cars_28194.jpg",MAZDA,sports_car
"88,000+_Images_of_Cars_57998.jpg",OPEL,sports_car
"88,000+_Images_of_Cars_76956.jpg",MAZDA,suv
"88,000+_Images_of_Cars_4119.jpg",ALFAROMEO,sports_car
"88,000+_Images_of_Cars_77490.jpg",LEXUS,sports_car
"88,000+_Images_of_Cars_83277.jpg",FORD,family_car
"88,000+_Images_of_Cars_69876.jpg",NISSAN,suv
"88,000+_Images_of_Cars_11715.jpg",RENAULT,sports_car
"88,000+_Images_of_Cars_74199.jpg",FORD,sports_car
"88,000+_Images_of_Cars_8723.jpg",CHEVROLET,suv
"88,000+_Images_of_Cars_62923.jpg",ALFAROMEO,sports_car
"88,000+_Images_of_Cars_15573.jpg",RENAULT,sports_car
test_07107.jpg,RENAULT,sports_car
"88,000+_Images_of_Cars_88336.jpg",PEUGEOT,family_car
"88,000+_Images_of_Cars_7404.jpg",FIAT,sports_car
test_01562.jpg,CITROEN,family_car
"88,000+_Images_of_Cars_15567.jpg",OPEL,sports_car
"88,000+_Images_of_Cars_45350.jpg",PEUGEOT,sports_car
"88,000+_Images_of_Cars_1075.jpg",NISSAN,family_car
train_05849.jpg,NISSAN,sports_car
"88,000+_Images_of_Cars_55143.jpg",HONDA,sedan
"88,000+_Images_of_Cars_41136.jpg",FORD,family_car
"88,000+_Images_of_Cars_5213.jpg",CHEVROLET,suv
test_03375.jpg,HYUNDAI,sports_car
"88,000+_Images_of_Cars_30917.jpg",KIA,family_car
train_00931.jpg,FIAT,family_car
"88,000+_Images_of_Cars_76942.jpg",KIA,suv
"88,000+_Images_of_Cars_57754.jpg",NISSAN,sports_car
"88,000+_Images_of_Cars_3104.jpg",FORD,family_car
"88,000+_Images_of_Cars_57032.jpg",NISSAN,sports_car
"88,000+_Images_of_Cars_41888.jpg",KIA,suv
"88,000+_Images_of_Cars_47221.jpg",LEXUS,suv
test_03413.jpg,CHEVROLET,family_car
"88,000+_Images_of_Cars_60846.jpg",CHEVROLET,suv
"88,000+_Images_of_Cars_10379.jpg",FORD,family_car
"88,000+_Images_of_Cars_13670.jpg",FORD,sports_car
"88,000+_Images_of_Cars_55625.jpg",PEUGEOT,sports_car
"88,000+_Images_of_Cars_81312.jpg",HONDA,suv
"88,000+_Images_of_Cars_32866.jpg",VOLVO,suv
train_02840.jpg,CHEVROLET,suv
"88,000+_Images_of_Cars_73184.jpg",PEUGEOT,sports_car
test_01204.jpg,CHEVROLET,sports_car
"88,000+_Images_of_Cars_53254.jpg",CHEVROLET,suv
"88,000+_Images_of_Cars_63397.jpg",RENAULT,sports_car
"88,000+_Images_of_Cars_58329.jpg",MAZDA,sports_car
"88,000+_Images_of_Cars_47209.jpg",NISSAN,suv
"88,000+_Images_of_Cars_16720.jpg",KIA,suv
"88,000+_Images_of_Cars_28816.jpg",FIAT,sports_car
"88,000+_Images_of_Cars_50775.jpg",CHEVROLET,suv
"88,000+_Images_of_Cars_33588.jpg",FIAT,sports_car
"88,000+_Images_of_Cars_42371.jpg",MAZDA,suv
test_00132.jpg,CHEVROLET,suv
"88,000+_Images_of_Cars_52162.jpg",HONDA,sports_car
"88,000+_Images_of_Cars_8079.jpg",CHEVROLET,sports_car
"88,000+_Images_of_Cars_13880.jpg",CHEVROLET,sports_car
"88,000+_Images_of_Cars_80024.jpg",KIA,sports_car
"88,000+_Images_of_Cars_43709.jpg",MAZDA,suv
"88,000+_Images_of_Cars_12220.jpg",KIA,suv
"88,000+_Images_of_Cars_54275.jpg",RENAULT,sports_car
"88,000+_Images_of_Cars_9401.jpg",KIA,family_car
"88,000+_Images_of_Cars_42417.jpg",CHEVROLET,sports_car
"88,000+_Images_of_Cars_24792.jpg",LEXUS,sedan
"88,000+_Images_of_Cars_35847.jpg",CHEVROLET,suv
"88,000+_Images_of_Cars_73812.jpg",CITROEN,sports_car
test_04432.jpg,CHEVROLET,family_car
"88,000+_Images_of_Cars_46671.jpg",CHEVROLET,sports_car
"88,000+_Images_of_Cars_78947.jpg",FORD,suv
"88,000+_Images_of_Cars_36396.jpg",MAZDA,hatchback
"88,000+_Images_of_Cars_59989.jpg",FIAT,sports_car
test_02043.jpg,CHEVROLET,suv
"88,000+_Images_of_Cars_16046.jpg",KIA,suv
train_00919.jpg,HYUNDAI,family_car
"88,000+_Images_of_Cars_50013.jpg",FIAT,family_car
"88,000+_Images_of_Cars_79495.jpg",NISSAN,suv
"88,000+_Images_of_Cars_21826.jpg",HYUNDAI,suv
"88,000+_Images_of_Cars_59745.jpg",FIAT,sports_car
"88,000+_Images_of_Cars_48890.jpg",HYUNDAI,suv
"88,000+_Images_of_Cars_78953.jpg",FORD,suv
test_03349.jpg,CHEVROLET,sports_car
"88,000+_Images_of_Cars_49556.jpg",FORD,suv
"88,000+_Images_of_Cars_84530.jpg",CHEVROLET,suv
"88,000+_Images_of_Cars_48648.jpg",HYUNDAI,hatchback
"88,000+_Images_of_Cars_4131.jpg",NISSAN,suv
"88,000+_Images_of_Cars_57768.jpg",VOLVO,sedan
test_00898.jpg,NISSAN,sports_car
test_06231.jpg,CHEVROLET,family_car
test_00640.jpg,CHEVROLET,suv
test_07649.jpg,OPEL,sports_car
"88,000+_Images_of_Cars_9373.jpg",CHEVROLET,suv
train_07904.jpg,CHEVROLET,suv
"88,000+_Images_of_Cars_40572.jpg",RENAULT,family_car
"88,000+_Images_of_Cars_50761.jpg",HONDA,suv
"88,000+_Images_of_Cars_28802.jpg",KIA,sports_car
"88,000+_Images_of_Cars_46103.jpg",NISSAN,suv
"88,000+_Images_of_Cars_85148.jpg",HONDA,family_car
"88,000+_Images_of_Cars_10345.jpg",HYUNDAI,sports_car
"88,000+_Images_of_Cars_35852.jpg",PEUGEOT,sports_car
train_05874.jpg,ALFAROMEO,sports_car
"88,000+_Images_of_Cars_52611.jpg",OPEL,sports_car
"88,000+_Images_of_Cars_14644.jpg",FORD,sports_car
"88,000+_Images_of_Cars_80757.jpg",FIAT,family_car
"88,000+_Images_of_Cars_54260.jpg",RENAULT,sports_car
test_06230.jpg,ALFAROMEO,sports_car
"88,000+_Images_of_Cars_57769.jpg",MAZDA,family_car
"88,000+_Images_of_Cars_26190.jpg",NISSAN,suv
"88,000+_Images_of_Cars_84531.jpg",FIAT,family_car
"88,000+_Images_of_Cars_50006.jpg",HYUNDAI,sports_car
"88,000+_Images_of_Cars_16053.jpg",MAZDA,sports_car
"88,000+_Images_of_Cars_36383.jpg",FORD,suv
"88,000+_Images_of_Cars_68599.jpg",HONDA,sports_car
test_03348.jpg,HYUNDAI,sedan
"88,000+_Images_of_Cars_69687.jpg",MAZDA,sports_car
"88,000+_Images_of_Cars_46664.jpg",LEXUS,sports_car
"88,000+_Images_of_Cars_67872.jpg",CHEVROLET,sports_car
"88,000+_Images_of_Cars_59744.jpg",PEUGEOT,suv
"88,000+_Images_of_Cars_79494.jpg",KIA,suv
"88,000+_Images_of_Cars_2541.jpg",HONDA,sedan
"88,000+_Images_of_Cars_30094.jpg",MAZDA,sports_car
"88,000+_Images_of_Cars_56311.jpg",RENAULT,family_car
"88,000+_Images_of_Cars_20287.jpg",RENAULT,suv
"88,000+_Images_of_Cars_21199.jpg",FORD,suv
test_02730.jpg,CITROEN,sports_car
"88,000+_Images_of_Cars_79.jpg",ALFAROMEO,sports_car
"88,000+_Images_of_Cars_32683.jpg",LEXUS,sports_car
"88,000+_Images_of_Cars_23956.jpg",NISSAN,suv
"88,000+_Images_of_Cars_44715.jpg",CHEVROLET,family_car
"88,000+_Images_of_Cars_52177.jpg",FORD,sedan
"88,000+_Images_of_Cars_14122.jpg",RENAULT,sports_car
test_07648.jpg,CHEVROLET,hatchback
"88,000+_Images_of_Cars_42364.jpg",KIA,sports_car
"88,000+_Images_of_Cars_54512.jpg",KIA,hatchback
"88,000+_Images_of_Cars_204.jpg",FORD,sports_car
"88,000+_Images_of_Cars_32697.jpg",HYUNDAI,hatchback
"88,000+_Images_of_Cars_44701.jpg",CHEVROLET,sports_car
"88,000+_Images_of_Cars_15228.jpg",KIA,family_car
train_02869.jpg,MAZDA,sports_car
"88,000+_Images_of_Cars_52163.jpg",NISSAN,family_car
"88,000+_Images_of_Cars_42370.jpg",KIA,family_car
"88,000+_Images_of_Cars_87992.jpg",KIA,family_car
"88,000+_Images_of_Cars_59036.jpg",VOLVO,sedan
"88,000+_Images_of_Cars_41679.jpg",PEUGEOT,sports_car
"88,000+_Images_of_Cars_46116.jpg",ALFAROMEO,sports_car
"88,000+_Images_of_Cars_50774.jpg",FORD,suv
"88,000+_Images_of_Cars_40567.jpg",HONDA,suv
train_07911.jpg,CHEVROLET,suv
"88,000+_Images_of_Cars_11728.jpg",OPEL,sports_car
"88,000+_Images_of_Cars_50012.jpg",CHEVROLET,suv
"88,000+_Images_of_Cars_36397.jpg",NISSAN,sports_car
"88,000+_Images_of_Cars_17359.jpg",PEUGEOT,family_car
"88,000+_Images_of_Cars_49543.jpg",KIA,sedan
"88,000+_Images_of_Cars_37089.jpg",HYUNDAI,sedan
"88,000+_Images_of_Cars_69693.jpg",HONDA,suv
"88,000+_Images_of_Cars_3893.jpg",CHEVROLET,suv
"88,000+_Images_of_Cars_59750.jpg",FORD,suv
"88,000+_Images_of_Cars_67866.jpg",LEXUS,family_car
test_04433.jpg,VOLVO,family_car
"88,000+_Images_of_Cars_2555.jpg",CHEVROLET,suv
"88,000+_Images_of_Cars_79480.jpg",HONDA,family_car
"88,000+_Images_of_Cars_82154.jpg",KIA,sedan
"88,000+_Images_of_Cars_35846.jpg",LEXUS,family_car
"88,000+_Images_of_Cars_24793.jpg",LEXUS,sports_car
"88,000+_Images_of_Cars_12221.jpg",CHEVROLET,sports_car
"88,000+_Images_of_Cars_80743.jpg",CHEVROLET,suv
"88,000+_Images_of_Cars_11700.jpg",FIAT,sports_car
"88,000+_Images_of_Cars_46880.jpg",LEXUS,sports_car
"88,000+_Images_of_Cars_76943.jpg",HYUNDAI,hatchback
"88,000+_Images_of_Cars_46658.jpg",LEXUS,suv
test_03374.jpg,NISSAN,suv
"88,000+_Images_of_Cars_66588.jpg",NISSAN,suv
"88,000+_Images_of_Cars_5212.jpg",KIA,sports_car
"88,000+_Images_of_Cars_41137.jpg",HYUNDAI,family_car
"88,000+_Images_of_Cars_59778.jpg",NISSAN,sports_car
"88,000+_Images_of_Cars_75292.jpg",MAZDA,hatchback
test_07112.jpg,RENAULT,sports_car
"88,000+_Images_of_Cars_1074.jpg",CHEVROLET,sports_car
"88,000+_Images_of_Cars_81475.jpg",MAZDA,sports_car
"88,000+_Images_of_Cars_9428.jpg",HONDA,family_car
"88,000+_Images_of_Cars_15566.jpg",FORD,family_car
"88,000+_Images_of_Cars_7405.jpg",CHEVROLET,suv
"88,000+_Images_of_Cars_24963.jpg",VOLVO,family_car
"88,000+_Images_of_Cars_45.jpg",CHEVROLET,sports_car
"88,000+_Images_of_Cars_63396.jpg",SKODA,family_car
"88,000+_Images_of_Cars_15200.jpg",FIAT,sports_car
"88,000+_Images_of_Cars_53255.jpg",MAZDA,sports_car
"88,000+_Images_of_Cars_13671.jpg",HYUNDAI,family_car
"88,000+_Images_of_Cars_10378.jpg",FORD,suv
"88,000+_Images_of_Cars_41651.jpg",HYUNDAI,suv
"88,000+_Images_of_Cars_50984.jpg",FORD,hatchback
"88,000+_Images_of_Cars_71792.jpg",HONDA,family_car
"88,000+_Images_of_Cars_26812.jpg",VOLVO,suv
"88,000+_Images_of_Cars_85175.jpg",HONDA,family_car
"88,000+_Images_of_Cars_47220.jpg",FIAT,sports_car
"88,000+_Images_of_Cars_3105.jpg",CHEVROLET,suv
"88,000+_Images_of_Cars_61595.jpg",CHEVROLET,suv
"88,000+_Images_of_Cars_50990.jpg",CHEVROLET,suv
"88,000+_Images_of_Cars_71786.jpg",NISSAN,suv
"88,000+_Images_of_Cars_51456.jpg",LEXUS,suv
"88,000+_Images_of_Cars_1.jpg",CHEVROLET,suv
"88,000+_Images_of_Cars_70498.jpg",FORD,sports_car
"88,000+_Images_of_Cars_47234.jpg",CHEVROLET,sports_car
test_02718.jpg,FIAT,sports_car
"88,000+_Images_of_Cars_83510.jpg",FIAT,sports_car
test_05077.jpg,SKODA,family_car
"88,000+_Images_of_Cars_238.jpg",OPEL,sports_car
"88,000+_Images_of_Cars_87776.jpg",KIA,family_car
test_01211.jpg,HYUNDAI,family_car
"88,000+_Images_of_Cars_8044.jpg",CITROEN,sports_car
"88,000+_Images_of_Cars_88445.jpg",PEUGEOT,family_car
"88,000+_Images_of_Cars_55630.jpg",HONDA,sports_car
"88,000+_Images_of_Cars_81307.jpg",LEXUS,sports_car
"88,000+_Images_of_Cars_13665.jpg",RENAULT,sports_car
"88,000+_Images_of_Cars_1706.jpg",FORD,suv
"88,000+_Images_of_Cars_81461.jpg",HYUNDAI,suv
"88,000+_Images_of_Cars_55156.jpg",MAZDA,suv
test_07106.jpg,OPEL,hatchback
"88,000+_Images_of_Cars_13103.jpg",CHEVROLET,suv
test_00669.jpg,CHEVROLET,sports_car
"88,000+_Images_of_Cars_65095.jpg",HYUNDAI,family_car
"88,000+_Images_of_Cars_45345.jpg",CHEVROLET,suv
"88,000+_Images_of_Cars_53527.jpg",PEUGEOT,sports_car
"88,000+_Images_of_Cars_43734.jpg",LEXUS,suv
test_06218.jpg,FORD,suv
"88,000+_Images_of_Cars_83276.jpg",MAZDA,sports_car
test_05711.jpg,CHEVROLET,sports_car
"88,000+_Images_of_Cars_19348.jpg",HYUNDAI,suv
"88,000+_Images_of_Cars_47552.jpg",MAZDA,sports_car
"88,000+_Images_of_Cars_39098.jpg",HYUNDAI,sports_car
"88,000+_Images_of_Cars_4118.jpg",CHEVROLET,suv
train_00924.jpg,CHEVROLET,sports_car
"88,000+_Images_of_Cars_57999.jpg",FORD,suv
train_07093.jpg,HYUNDAI,family_car
"88,000+_Images_of_Cars_51330.jpg",CHEVROLET,sports_car
"88,000+_Images_of_Cars_2569.jpg",NISSAN,sports_car
"88,000+_Images_of_Cars_20522.jpg",FORD,suv
"88,000+_Images_of_Cars_66577.jpg",CHEVROLET,suv
train_07078.jpg,KIA,family_car
test_05922.jpg,FORD,suv
"88,000+_Images_of_Cars_11927.jpg",FIAT,sports_car
"88,000+_Images_of_Cars_48852.jpg",CHEVROLET,suv
train_00717.jpg,FORD,suv
"88,000+_Images_of_Cars_30731.jpg",NISSAN,sports_car
"88,000+_Images_of_Cars_82183.jpg",FIAT,sports_car
"88,000+_Images_of_Cars_85834.jpg",PEUGEOT,family_car
"88,000+_Images_of_Cars_78749.jpg",CHEVROLET,suv
"88,000+_Images_of_Cars_26153.jpg",KIA,sedan
"88,000+_Images_of_Cars_70315.jpg",HONDA,family_car
train_06366.jpg,CHEVROLET,sports_car
"88,000+_Images_of_Cars_80794.jpg",NISSAN,sports_car
"88,000+_Images_of_Cars_35891.jpg",CHEVROLET,suv
"88,000+_Images_of_Cars_62711.jpg",HYUNDAI,hatchback
"88,000+_Images_of_Cars_33238.jpg",SKODA,sports_car
"88,000+_Images_of_Cars_72502.jpg",NISSAN,sports_car
train_04571.jpg,HYUNDAI,hatchback
test_00682.jpg,OPEL,sports_car
train_02666.jpg,HONDA,family_car
"88,000+_Images_of_Cars_1935.jpg",KIA,sports_car
"88,000+_Images_of_Cars_39715.jpg",HONDA,family_car
"88,000+_Images_of_Cars_84294.jpg",RENAULT,family_car
train_06400.jpg,KIA,suv
"88,000+_Images_of_Cars_36426.jpg",KIA,sports_car
"88,000+_Images_of_Cars_31349.jpg",FORD,sports_car
"88,000+_Images_of_Cars_60660.jpg",HYUNDAI,family_car
train_00071.jpg,HONDA,family_car
"88,000+_Images_of_Cars_79331.jpg",NISSAN,sports_car
"88,000+_Images_of_Cars_66211.jpg",VOLVO,sports_car
"88,000+_Images_of_Cars_36432.jpg",FIAT,sports_car
"88,000+_Images_of_Cars_68228.jpg",NISSAN,family_car
"88,000+_Images_of_Cars_77308.jpg",NISSAN,sports_car
"88,000+_Images_of_Cars_60674.jpg",LEXUS,sports_car
"88,000+_Images_of_Cars_30043.jpg",VOLVO,sports_car
"88,000+_Images_of_Cars_76016.jpg",NISSAN,suv
"88,000+_Images_of_Cars_79325.jpg",FIAT,family_car
"88,000+_Images_of_Cars_86497.jpg",PEUGEOT,family_car
"88,000+_Images_of_Cars_62063.jpg",VOLVO,suv
"88,000+_Images_of_Cars_24036.jpg",VOLVO,sports_car
"88,000+_Images_of_Cars_12584.jpg",RENAULT,sports_car
"88,000+_Images_of_Cars_23981.jpg",LEXUS,sedan
train_02672.jpg,CHEVROLET,suv
"88,000+_Images_of_Cars_13842.jpg",HYUNDAI,suv
test_07847.jpg,KIA,sports_car
"88,000+_Images_of_Cars_64412.jpg",FORD,suv
"88,000+_Images_of_Cars_24988.jpg",FIAT,sports_car
"88,000+_Images_of_Cars_75279.jpg",NISSAN,suv
"88,000+_Images_of_Cars_34543.jpg",HONDA,sports_car
"88,000+_Images_of_Cars_80958.jpg",NISSAN,family_car
test_00696.jpg,CHEVROLET,suv
"88,000+_Images_of_Cars_49580.jpg",LEXUS,sports_car
"88,000+_Images_of_Cars_48846.jpg",NISSAN,sports_car
"88,000+_Images_of_Cars_79443.jpg",NISSAN,sports_car
"88,000+_Images_of_Cars_82197.jpg",CHEVROLET,suv
"88,000+_Images_of_Cars_85820.jpg",PEUGEOT,family_car
"88,000+_Images_of_Cars_69888.jpg",CHEVROLET,suv
"88,000+_Images_of_Cars_36354.jpg",RENAULT,sports_car
train_06372.jpg,OPEL,sports_car
"88,000+_Images_of_Cars_35675.jpg",KIA,sports_car
"88,000+_Images_of_Cars_589.jpg",OPEL,sports_car
train_03222.jpg,CHEVROLET,suv
"88,000+_Images_of_Cars_55181.jpg",RENAULT,sports_car
"88,000+_Images_of_Cars_24778.jpg",CITROEN,sports_car
"88,000+_Images_of_Cars_65042.jpg",CITROEN,sports_car
"88,000+_Images_of_Cars_45392.jpg",KIA,sports_car
"88,000+_Images_of_Cars_56488.jpg",CITROEN,family_car
"88,000+_Images_of_Cars_28142.jpg",MAZDA,sports_car
"88,000+_Images_of_Cars_85808.jpg",PEUGEOT,family_car
"88,000+_Images_of_Cars_47585.jpg",KIA,suv
"88,000+_Images_of_Cars_68200.jpg",OPEL,sedan
"88,000+_Images_of_Cars_67133.jpg",KIA,hatchback
