brand,model,body_style,segment,title,path
MERCEDESBENZ,MERCEDES BENZ G 63 AMG W463,SUV (Sports Utility Vehicle),Premium SUV,MERCEDES BENZ G 63 AMG W463 20122018,MERCEDES_BENZ_G_63_AMG_W463_20122018
MERCEDESBENZ,MERCEDES BENZ G 65 AMG W463,SUV (Sports Utility Vehicle),Premium SUV,MERCEDES BENZ G 65 AMG W463 20122017,MERCEDES_BENZ_G_65_AMG_W463_20122017
MERCEDESBENZ,MERCEDES BENZ GClass 4x4 squared W463,SUV (Sports Utility Vehicle),Large SUV,MERCEDES BENZ GClass 4x4 squared W463 2015Present,MERCEDES_BENZ_GClass_4x4_squared_W463_2015Present
MERCEDESBENZ,MERCEDES BENZ GCLass W464,SUV (Sports Utility Vehicle),Large SUV,MERCEDES BENZ GCLass W464 2018Present,MERCEDES_BENZ_GCLass_W464_2018Present
MERCEDESBENZ,MERCEDES BENZ GKlasse,SUV (Sports Utility Vehicle),Premium SUV,MERCEDES BENZ GKlasse 20002007,MERCEDES_BENZ_GKlasse_20002007
MERCEDESBENZ,MERCEDES BENZ GKlasse W460W461,SUV (Sports Utility Vehicle),Premium SUV,MERCEDES BENZ GKlasse W460W461 19792001,MERCEDES_BENZ_GKlasse_W460W461_19792001
MERCEDESBENZ,MERCEDES BENZ GKlasse W463,SUV (Sports Utility Vehicle),Premium SUV,MERCEDES BENZ GKlasse W463 19892000,MERCEDES_BENZ_GKlasse_W463_19892000
MERCEDESBENZ,MERCEDES BENZ GKlasse W463,SUV (Sports Utility Vehicle),Premium SUV,MERCEDES BENZ GKlasse W463 20072008,MERCEDES_BENZ_GKlasse_W463_20072008
MERCEDESBENZ,MERCEDES BENZ GKlasse W463,SUV (Sports Utility Vehicle),Premium SUV,MERCEDES BENZ GKlasse W463 20122018,MERCEDES_BENZ_GKlasse_W463_20122018
MERCEDESBENZ,MERCEDES BENZ GL 63 AMG X166,SUV (Sports Utility Vehicle),Large SUV,MERCEDES BENZ GL 63 AMG X166 20122016,MERCEDES_BENZ_GL_63_AMG_X166_20122016
MERCEDESBENZ,MERCEDES BENZ GLA X156,SUV (Sports Utility Vehicle),Crossover,MERCEDES BENZ GLA X156 20132017,MERCEDES_BENZ_GLA_X156_20132017
MERCEDESBENZ,MERCEDES BENZ GLA X156,SUV (Sports Utility Vehicle),Crossover,MERCEDES BENZ GLA X156 20172020,MERCEDES_BENZ_GLA_X156_20172020
MERCEDESBENZ,MERCEDES BENZ GLC Coupe C253,SUV (Sports Utility Vehicle),Medium SUV,MERCEDES BENZ GLC Coupe C253 20162019,MERCEDES_BENZ_GLC_Coupe_C253_20162019
MERCEDESBENZ,MERCEDES BENZ GLC X253,SUV (Sports Utility Vehicle),Crossover,MERCEDES BENZ GLC X253 20152019,MERCEDES_BENZ_GLC_X253_20152019
MERCEDESBENZ,MERCEDES BENZ GLC X253,SUV (Sports Utility Vehicle),Crossover,MERCEDES BENZ GLC X253 20192022,MERCEDES_BENZ_GLC_X253_20192022
MERCEDESBENZ,MERCEDES BENZ GLC X254,SUV (Sports Utility Vehicle),Crossover,MERCEDES BENZ GLC X254 2022Present,MERCEDES_BENZ_GLC_X254_2022Present
MERCEDESBENZ,MERCEDES BENZ GLE Coupe C292,SUV (Sports Utility Vehicle),Medium SUV,MERCEDES BENZ GLE Coupe C292 20152019,MERCEDES_BENZ_GLE_Coupe_C292_20152019
MERCEDESBENZ,MERCEDES BENZ GLE W166,SUV (Sports Utility Vehicle),Medium SUV,MERCEDES BENZ GLE W166 20152019,MERCEDES_BENZ_GLE_W166_20152019
MERCEDESBENZ,MERCEDES BENZ GLK,SUV (Sports Utility Vehicle),Small SUV,MERCEDES BENZ GLK 20122016,MERCEDES_BENZ_GLK_20122016
MERCEDESBENZ,MERCEDES BENZ GLKKlasse X204,SUV (Sports Utility Vehicle),Premium SUV,MERCEDES BENZ GLKKlasse X204 2008Present,MERCEDES_BENZ_GLKKlasse_X204_2008Present
MERCEDESBENZ,MERCEDES BENZ GLKlasse X164,SUV (Sports Utility Vehicle),Large SUV,MERCEDES BENZ GLKlasse X164 20062009,MERCEDES_BENZ_GLKlasse_X164_20062009
MERCEDESBENZ,MERCEDES BENZ GLKlasse X164,SUV (Sports Utility Vehicle),Premium SUV,MERCEDES BENZ GLKlasse X164 20092012,MERCEDES_BENZ_GLKlasse_X164_20092012
MERCEDESBENZ,MERCEDES BENZ GLKlasse X165,SUV (Sports Utility Vehicle),Large SUV,MERCEDES BENZ GLKlasse X165 20122016,MERCEDES_BENZ_GLKlasse_X165_20122016
MERCEDESBENZ,MERCEDES BENZ GLSClass X166,SUV (Sports Utility Vehicle),Large SUV,MERCEDES BENZ GLSClass X166 20162019,MERCEDES_BENZ_GLSClass_X166_20162019
MERCEDESBENZ,MERCEDES BENZ ML 63 AMG W164,SUV (Sports Utility Vehicle),Premium SUV,MERCEDES BENZ ML 63 AMG W164 20082011,MERCEDES_BENZ_ML_63_AMG_W164_20082011
MERCEDESBENZ,MERCEDES BENZ ML 63 AMG W166,SUV (Sports Utility Vehicle),Premium SUV,MERCEDES BENZ ML 63 AMG W166 20112015,MERCEDES_BENZ_ML_63_AMG_W166_20112015
MERCEDESBENZ,MERCEDES BENZ MLKlasse W164,SUV (Sports Utility Vehicle),Premium SUV,MERCEDES BENZ MLKlasse W164 20082011,MERCEDES_BENZ_MLKlasse_W164_20082011
MERCEDESBENZ,MERCEDES BENZ MLKlasse W166,SUV (Sports Utility Vehicle),Premium SUV,MERCEDES BENZ MLKlasse W166 20112015,MERCEDES_BENZ_MLKlasse_W166_20112015
MERCEDESBENZ,MERCEDES BENZ RKlasse W251,Van,Medium MPV,MERCEDES BENZ RKlasse W251 20102013,MERCEDES_BENZ_RKlasse_W251_20102013
MERCEDESBENZ,MERCEDES BENZ S 63 AMG Coupe C217,Coup (two-door),Coupe,MERCEDES BENZ S 63 AMG Coupe C217 20142017,MERCEDES_BENZ_S_63_AMG_Coupe_C217_20142017
MERCEDESBENZ,MERCEDES BENZ S 63 AMG W221,Sedan (four-door),Upper Premium,MERCEDES BENZ S 63 AMG W221 20092013,MERCEDES_BENZ_S_63_AMG_W221_20092013
MERCEDESBENZ,MERCEDES BENZ S 65 AMG W221,Sedan (four-door),Upper Premium,MERCEDES BENZ S 65 AMG W221 20092013,MERCEDES_BENZ_S_65_AMG_W221_20092013
MERCEDESBENZ,MERCEDES BENZ S 65 AMG W222,Sedan (four-door),Upper Premium,MERCEDES BENZ S 65 AMG W222 20132017,MERCEDES_BENZ_S_65_AMG_W222_20132017
MERCEDESBENZ,MERCEDES BENZ S 65 Coupe C217,Coup (two-door),Coupe,MERCEDES BENZ S 65 Coupe C217 20142017,MERCEDES_BENZ_S_65_Coupe_C217_20142017
MERCEDESBENZ,MERCEDES BENZ SClass Cabriolet A217,"Convertible (spider/spyder, cabrio/cabriolet, drop/open/soft top)",Roadster & Convertible,MERCEDES BENZ SClass Cabriolet A217 20162017,MERCEDES_BENZ_SClass_Cabriolet_A217_20162017
MERCEDESBENZ,MERCEDES BENZ SClass Coupe C217,Coup (two-door),Premium Coupe,MERCEDES BENZ SClass Coupe C217 20142017,MERCEDES_BENZ_SClass_Coupe_C217_20142017
MERCEDESBENZ,MERCEDES BENZ SClass Maybach X222,Sedan (four-door),Luxury,MERCEDES BENZ SClass Maybach X222 20152018,MERCEDES_BENZ_SClass_Maybach_X222_20152018
MERCEDESBENZ,MERCEDES BENZ SClass Maybach X223,Sedan (four-door),Luxury,MERCEDES BENZ SClass Maybach X223 2020Present,MERCEDES_BENZ_SClass_Maybach_X223_2020Present
MERCEDESBENZ,MERCEDES BENZ Sclass W222,Sedan (four-door),Upper Premium,MERCEDES BENZ Sclass W222 20132017,MERCEDES_BENZ_Sclass_W222_20132017
MERCEDESBENZ,MERCEDES BENZ SClass W223  V223,Sedan (four-door),Upper Premium,MERCEDES BENZ SClass W223  V223 2020Present,MERCEDES_BENZ_SClass_W223_V223_2020Present
MERCEDESBENZ,MERCEDES BENZ SKlasse Coupe C140,Coup (two-door),Premium Coupe,MERCEDES BENZ SKlasse Coupe C140 19921996,MERCEDES_BENZ_SKlasse_Coupe_C140_19921996
MERCEDESBENZ,MERCEDES BENZ SKlasse W221,Sedan (four-door),Upper Premium,MERCEDES BENZ SKlasse W221 20052009,MERCEDES_BENZ_SKlasse_W221_20052009
MERCEDESBENZ,MERCEDES BENZ SKlasse W221,Sedan (four-door),Upper Premium,MERCEDES BENZ SKlasse W221 20092013,MERCEDES_BENZ_SKlasse_W221_20092013
MERCEDESBENZ,MERCEDES BENZ SL 63 AMG R231,"Convertible (spider/spyder, cabrio/cabriolet, drop/open/soft top)",Roadster & Convertible,MERCEDES BENZ SL 63 AMG R231 20122016,MERCEDES_BENZ_SL_63_AMG_R231_20122016
MERCEDESBENZ,MERCEDES BENZ SL 63 AMG R231,"Convertible (spider/spyder, cabrio/cabriolet, drop/open/soft top)",Coupe Cabrio,MERCEDES BENZ SL 63 AMG R231 2016Present,MERCEDES_BENZ_SL_63_AMG_R231_2016Present
MERCEDESBENZ,MERCEDES BENZ SL 65 AMG Black Series,"Convertible (spider/spyder, cabrio/cabriolet, drop/open/soft top)",Premium Coupe,MERCEDES BENZ SL 65 AMG Black Series 20082012,MERCEDES_BENZ_SL_65_AMG_Black_Series_20082012
MERCEDESBENZ,MERCEDES BENZ SL 65 AMG R230,"Convertible (spider/spyder, cabrio/cabriolet, drop/open/soft top)",Coupe Cabrio,MERCEDES BENZ SL 65 AMG R230 20042006,MERCEDES_BENZ_SL_65_AMG_R230_20042006
MERCEDESBENZ,MERCEDES BENZ SL 65 AMG R230,"Convertible (spider/spyder, cabrio/cabriolet, drop/open/soft top)",Coupe Cabrio,MERCEDES BENZ SL 65 AMG R230 20082012,MERCEDES_BENZ_SL_65_AMG_R230_20082012
MERCEDESBENZ,MERCEDES BENZ SL 65 AMG R231,"Convertible (spider/spyder, cabrio/cabriolet, drop/open/soft top)",Roadster & Convertible,MERCEDES BENZ SL 65 AMG R231 20122016,MERCEDES_BENZ_SL_65_AMG_R231_20122016
MERCEDESBENZ,MERCEDES BENZ SLCClass R172,"Convertible (spider/spyder, cabrio/cabriolet, drop/open/soft top)",Coupe Cabrio,MERCEDES BENZ SLCClass R172 2016Present,MERCEDES_BENZ_SLCClass_R172_2016Present
MERCEDESBENZ,MERCEDES BENZ SLClass R231,"Convertible (spider/spyder, cabrio/cabriolet, drop/open/soft top)",Coupe Cabrio,MERCEDES BENZ SLClass R231 2016Present,MERCEDES_BENZ_SLClass_R231_2016Present
MERCEDESBENZ,MERCEDES BENZ SLK 55 AMG R171,"Convertible (spider/spyder, cabrio/cabriolet, drop/open/soft top)",Roadster & Convertible,MERCEDES BENZ SLK 55 AMG R171 20082011,MERCEDES_BENZ_SLK_55_AMG_R171_20082011
MERCEDESBENZ,MERCEDES BENZ SLK 55 AMG R172,"Convertible (spider/spyder, cabrio/cabriolet, drop/open/soft top)",Roadster & Convertible,MERCEDES BENZ SLK 55 AMG R172 20122016,MERCEDES_BENZ_SLK_55_AMG_R172_20122016
MERCEDESBENZ,MERCEDES BENZ SLK R171,"Convertible (spider/spyder, cabrio/cabriolet, drop/open/soft top)",Coupe Cabrio,MERCEDES BENZ SLK R171 20042008,MERCEDES_BENZ_SLK_R171_20042008
MERCEDESBENZ,MERCEDES BENZ SLK R171,"Convertible (spider/spyder, cabrio/cabriolet, drop/open/soft top)",Roadster & Convertible,MERCEDES BENZ SLK R171 20082011,MERCEDES_BENZ_SLK_R171_20082011
MERCEDESBENZ,MERCEDES BENZ SLK R172,"Convertible (spider/spyder, cabrio/cabriolet, drop/open/soft top)",Roadster & Convertible,MERCEDES BENZ SLK R172 20112016,MERCEDES_BENZ_SLK_R172_20112016
MERCEDESBENZ,MERCEDES BENZ SLKlasse R231,"Convertible (spider/spyder, cabrio/cabriolet, drop/open/soft top)",Coupe Cabrio,MERCEDES BENZ SLKlasse R231 20122016,MERCEDES_BENZ_SLKlasse_R231_20122016
MERCEDESBENZ,MERCEDES BENZ SLR Stirling Moss,Coup (two-door),Exotic,MERCEDES BENZ SLR Stirling Moss 20092009,MERCEDES_BENZ_SLR_Stirling_Moss_20092009
MERCEDESBENZ,MERCEDES BENZ SLS AMG Black Series,Coup (two-door),Coupe,MERCEDES BENZ SLS AMG Black Series 20132014,MERCEDES_BENZ_SLS_AMG_Black_Series_20132014
MERCEDESBENZ,MERCEDES BENZ SLS AMG GT,Coup (two-door),Exotic,MERCEDES BENZ SLS AMG GT 20122014,MERCEDES_BENZ_SLS_AMG_GT_20122014
MERCEDESBENZ,MERCEDES BENZ SLS AMG Roadster,Coup (two-door),Exotic,MERCEDES BENZ SLS AMG Roadster 20122014,MERCEDES_BENZ_SLS_AMG_Roadster_20122014
MERCEDESBENZ,MERCEDES BENZ SLS AMG Roadster C197,Coup (two-door),Roadster & Convertible,MERCEDES BENZ SLS AMG Roadster C197 20112012,MERCEDES_BENZ_SLS_AMG_Roadster_C197_20112012
MERCEDESBENZ,MERCEDES BENZ TClass,Van,Upper Premium,MERCEDES BENZ TClass 2022Present,MERCEDES_BENZ_TClass_2022Present
MERCEDESBENZ,MERCEDES BENZ VANEO W414,Van,Small MPV,MERCEDES BENZ VANEO W414 20022006,MERCEDES_BENZ_VANEO_W414_20022006
MERCEDESBENZ,MERCEDES BENZ VClass,Van,Large MPV,MERCEDES BENZ VClass 2019Present,MERCEDES_BENZ_VClass_2019Present
MERCEDESBENZ,MERCEDES BENZ VClass W447,Van,Large MPV,MERCEDES BENZ VClass W447 20142019,MERCEDES_BENZ_VClass_W447_20142019
MERCEDESBENZ,MERCEDES BENZ VIANO,Van,Large MPV,MERCEDES BENZ VIANO 20032010,MERCEDES_BENZ_VIANO_20032010
MERCEDESBENZ,MERCEDES BENZ VIANO,Van,Large MPV,MERCEDES BENZ VIANO 20102014,MERCEDES_BENZ_VIANO_20102014
MERCEDESBENZ,MERCEDES BENZ Vito Tourer,Van,Large MPV,MERCEDES BENZ Vito Tourer 2020Present,MERCEDES_BENZ_Vito_Tourer_2020Present
MERCEDESBENZ,MERCEDES BENZ VKlasse W638,Van,Large MPV,MERCEDES BENZ VKlasse W638 19962003,MERCEDES_BENZ_VKlasse_W638_19962003
MERCEDESBENZ,MERCEDES BENZ XClass,Truck,Midsize Pickup,MERCEDES BENZ XClass  20172020,MERCEDES_BENZ_XClass_20172020
MERCEDESBENZ,MERCEDESBENZ 53 AMG,Sedan (four-door),Luxury,MercedesAMG 53 AMG 2021Present,MercedesAMG_53_AMG_2021Present
MERCEDESBENZ,MERCEDESBENZ A 35 4MATIC Sedan,Sedan (four-door),Entry Premium,MercedesAMG A 35 4MATIC Sedan 2019Present,MercedesAMG_A_35_4MATIC_Sedan_2019Present
MERCEDESBENZ,MERCEDESBENZ A 35 AMG 4MATIC,Hatchback,Compact,MercedesAMG A 35 AMG 4MATIC 2018Present,MercedesAMG_A_35_AMG_4MATIC_2018Present
MERCEDESBENZ,MERCEDESBENZ A 45 4MATIC,Hatchback,Compact,MercedesAMG A 45 4MATIC 2019Present,MercedesAMG_A_45_4MATIC_2019Present
MERCEDESBENZ,MERCEDESBENZ A45 W176,Hatchback,Compact,MercedesAMG A45 W176 2015Present,MercedesAMG_A45_W176_2015Present
MERCEDESBENZ,MERCEDESBENZ C 43 4MATIC C205,Coup (two-door),Coupe,MercedesAMG C 43 4MATIC C205 2018Present,MercedesAMG_C_43_4MATIC_C205_2018Present
MERCEDESBENZ,MERCEDESBENZ C 43 TModell S205,"Wagon (station wagon, estate, combi, touring)",Compact,MercedesAMG C 43 TModell S205 20152018,MercedesAMG_C_43_TModell_S205_20152018
MERCEDESBENZ,MERCEDESBENZ C 43 W205,Sedan (four-door),Compact,MercedesAMG C 43 W205 20152018,MercedesAMG_C_43_W205_20152018
MERCEDESBENZ,MERCEDESBENZ C 63 Cabriolet A205,"Convertible (spider/spyder, cabrio/cabriolet, drop/open/soft top)",Roadster & Convertible,MercedesAMG C 63 Cabriolet A205 20162018,MercedesAMG_C_63_Cabriolet_A205_20162018
MERCEDESBENZ,MERCEDESBENZ C 63 Coupe C205,Coup (two-door),Roadster & Convertible,MercedesAMG C 63 Coupe C205 20162018,MercedesAMG_C_63_Coupe_C205_20162018
MERCEDESBENZ,MERCEDESBENZ C 63 Coupe C205,Coup (two-door),Coupe,MercedesAMG C 63 Coupe C205 20182021,MercedesAMG_C_63_Coupe_C205_20182021
MERCEDESBENZ,MERCEDESBENZ C 63 S E PERFORMANCE,"Wagon (station wagon, estate, combi, touring)",Medium,MercedesAMG C 63 S E PERFORMANCE 2022Present,MercedesAMG_C_63_S_E_PERFORMANCE_2022Present
MERCEDESBENZ,MERCEDESBENZ C 63 W205,Sedan (four-door),Medium,MercedesAMG C 63 W205 20152018,MercedesAMG_C_63_W205_20152018
MERCEDESBENZ,MERCEDESBENZ C43,Sedan (four-door),Compact,MercedesAMG C43 2022Present,MercedesAMG_C43_2022Present
MERCEDESBENZ,MERCEDESBENZ C43 AMG Estate,"Wagon (station wagon, estate, combi, touring)",Compact,MercedesAMG C43 AMG Estate 2022Present,MercedesAMG_C43_AMG_Estate_2022Present
MERCEDESBENZ,MERCEDESBENZ C43 W205,Sedan (four-door),Compact,MercedesAMG C43 W205 20182022,MercedesAMG_C43_W205_20182022
MERCEDESBENZ,MERCEDESBENZ C63 S E Performance,Sedan (four-door),Compact,MercedesAMG C63 S E Performance 2022Present,MercedesAMG_C63_S_E_Performance_2022Present
MERCEDESBENZ,MERCEDESBENZ CLA 45 Shooting Brake X117,"Wagon (station wagon, estate, combi, touring)",Compact,MercedesAMG CLA 45 Shooting Brake X117 2015Present,MercedesAMG_CLA_45_Shooting_Brake_X117_2015Present
MERCEDESBENZ,MERCEDESBENZ CLS 53 AMG,Sedan (four-door),Luxury,MercedesAMG CLS 53 AMG 2021Present,MercedesAMG_CLS_53_AMG_2021Present
MERCEDESBENZ,MERCEDESBENZ E 53 Coupe C238,Coup (two-door),Coupe,MercedesAMG E 53 Coupe C238 2020Present,MercedesAMG_E_53_Coupe_C238_2020Present
MERCEDESBENZ,MERCEDESBENZ E 63 AMG TModell S213,"Wagon (station wagon, estate, combi, touring)",Luxury,MercedesAMG E 63 AMG TModell S213 2020Present,MercedesAMG_E_63_AMG_TModell_S213_2020Present
MERCEDESBENZ,MERCEDESBENZ E 63 AMG W213,Sedan (four-door),Medium,MercedesAMG E 63 AMG W213 20162020,MercedesAMG_E_63_AMG_W213_20162020
MERCEDESBENZ,MERCEDESBENZ E 63 AMG W213,Sedan (four-door),Medium,MercedesAMG E 63 AMG W213 2020Present,MercedesAMG_E_63_AMG_W213_2020Present
MERCEDESBENZ,MERCEDESBENZ E43 AMG TModell S213,"Wagon (station wagon, estate, combi, touring)",Medium,MercedesAMG E43 AMG TModell S213 20162018,MercedesAMG_E43_AMG_TModell_S213_20162018
MERCEDESBENZ,MERCEDESBENZ E43 AMG W213,Sedan (four-door),Medium Premium,MercedesAMG E43 AMG W213 20162018,MercedesAMG_E43_AMG_W213_20162018
MERCEDESBENZ,MERCEDESBENZ E53 AMG Cabriolet A238,"Convertible (spider/spyder, cabrio/cabriolet, drop/open/soft top)",Coupe Cabrio,MercedesAMG E53 AMG Cabriolet A238 2020Present,MercedesAMG_E53_AMG_Cabriolet_A238_2020Present
MERCEDESBENZ,MERCEDESBENZ E53 AMG W213,Sedan (four-door),Medium Premium,MercedesAMG E53 AMG W213 20182020,MercedesAMG_E53_AMG_W213_20182020
MERCEDESBENZ,MERCEDESBENZ E53 AMG W213,Sedan (four-door),Medium Premium,MercedesAMG E53 AMG W213 2020Present,MercedesAMG_E53_AMG_W213_2020Present
MERCEDESBENZ,MERCEDESBENZ EQE,Sedan (four-door),Compact,MERCEDESBENZ EQE 2022Present,MERCEDESBENZ_EQE_2022Present
MERCEDESBENZ,MERCEDESBENZ EQE SUV,SUV (Sports Utility Vehicle),Compact SUV,MERCEDESBENZ EQE SUV 2022Present,MERCEDESBENZ_EQE_SUV_2022Present
MERCEDESBENZ,MERCEDESBENZ G 63 W464,SUV (Sports Utility Vehicle),Medium SUV,MercedesAMG G 63 W464 2018Present,MercedesAMG_G_63_W464_2018Present
MERCEDESBENZ,MERCEDESBENZ GLA 45 AMG H247,SUV (Sports Utility Vehicle),Crossover,MercedesAMG GLA 45 AMG H247 2020Present,MercedesAMG_GLA_45_AMG_H247_2020Present
MERCEDESBENZ,MERCEDESBENZ GLA 45 AMG X156,SUV (Sports Utility Vehicle),Small SUV,MercedesAMG GLA 45 AMG X156 20142017,MercedesAMG_GLA_45_AMG_X156_20142017
MERCEDESBENZ,MERCEDESBENZ GLA 45 AMG X156,SUV (Sports Utility Vehicle),Crossover,MercedesAMG GLA 45 AMG X156 20172020,MercedesAMG_GLA_45_AMG_X156_20172020
MERCEDESBENZ,MERCEDESBENZ GLC 43 4MATIC Coupe,SUV (Sports Utility Vehicle),Medium SUV,MercedesAMG GLC 43 4MATIC Coupe  2019Present,MercedesAMG_GLC_43_4MATIC_Coupe_2019Present
MERCEDESBENZ,MERCEDESBENZ GLC 43 X253,SUV (Sports Utility Vehicle),Medium SUV,MercedesAMG GLC 43 X253 20162019,MercedesAMG_GLC_43_X253_20162019
MERCEDESBENZ,MERCEDESBENZ GLC 63 4MATIC,SUV (Sports Utility Vehicle),Medium SUV,MercedesAMG GLC 63 4MATIC 2019Present,MercedesAMG_GLC_63_4MATIC_2019Present
MERCEDESBENZ,MERCEDESBENZ GLC 63 4MATIC Coupe,SUV (Sports Utility Vehicle),Medium SUV,MercedesAMG GLC 63 4MATIC Coupe 2019Present,MercedesAMG_GLC_63_4MATIC_Coupe_2019Present
MERCEDESBENZ,MERCEDESBENZ GLC 63 Coupe C253,SUV (Sports Utility Vehicle),Medium SUV,MercedesAMG GLC 63 Coupe C253 20172019,MercedesAMG_GLC_63_Coupe_C253_20172019
MERCEDESBENZ,MERCEDESBENZ GLC 63 X253,SUV (Sports Utility Vehicle),Medium SUV,MercedesAMG GLC 63 X253 20172019,MercedesAMG_GLC_63_X253_20172019
MERCEDESBENZ,MERCEDESBENZ GLE 43 4MATIC,SUV (Sports Utility Vehicle),Medium SUV,MercedesBenz GLE 43 AMG,MercedesBenz_GLE_43_AMG
MERCEDESBENZ,MERCEDESBENZ GLE 43 Coupe,SUV (Sports Utility Vehicle),Medium SUV,MercedesAMG GLE 43 Coupe 20152016,MercedesAMG_GLE_43_Coupe_20152016
MERCEDESBENZ,MERCEDESBENZ GLE AMG W166,SUV (Sports Utility Vehicle),Medium SUV,MercedesAMG GLE AMG W166 2015Present,MercedesAMG_GLE_AMG_W166_2015Present
MERCEDESBENZ,MERCEDESBENZ GLE Coupe C292,SUV (Sports Utility Vehicle),Medium SUV,MercedesAMG GLE Coupe C292 20152019,MercedesAMG_GLE_Coupe_C292_20152019
MERCEDESBENZ,MERCEDESBENZ GT 53 4MATIC,Coup (two-door),Coupe,MercedesAMG GT 53 4MATIC 2020Present,MercedesAMG_GT_53_4MATIC_2020Present
MERCEDESBENZ,MERCEDESBENZ GT 53 4MATIC X290,Coup (two-door),Compact,MercedesAMG GT 53 4MATIC X290 2018Present,MercedesAMG_GT_53_4MATIC_X290_2018Present
MERCEDESBENZ,MERCEDESBENZ GT C Roadster R190,Coup (two-door),Exotic,MercedesAMG GT C Roadster R190 20162018,MercedesAMG_GT_C_Roadster_R190_20162018
MERCEDESBENZ,MERCEDESBENZ GT C190,Coup (two-door),Coupe,MercedesAMG GT C190 20152017,MercedesAMG_GT_C190_20152017
MERCEDESBENZ,MERCEDESBENZ GT R PRO,Coup (two-door),Exotic,MercedesAMG GT R PRO 2018Present,MercedesAMG_GT_R_PRO_2018Present
MERCEDESBENZ,MERCEDESBENZ GT R Roadster R190,Coup (two-door),Roadster & Convertible,MercedesAMG GT R Roadster R190 2019Present,MercedesAMG_GT_R_Roadster_R190_2019Present
MERCEDESBENZ,MERCEDESBENZ GT S C190,Coup (two-door),Coupe,MercedesAMG GT S C190 20152017,MercedesAMG_GT_S_C190_20152017
MERCEDESBENZ,MERCEDESBENZ S 63 Cabriolet A217,"Convertible (spider/spyder, cabrio/cabriolet, drop/open/soft top)",Roadster & Convertible,MercedesAMG S 63 Cabriolet A217 2017Present,MercedesAMG_S_63_Cabriolet_A217_2017Present
MERCEDESBENZ,MERCEDESBENZ SLC 43 R172,"Convertible (spider/spyder, cabrio/cabriolet, drop/open/soft top)",Coupe Cabrio,MercedesAMG SLC 43 R172 2016Present,MercedesAMG_SLC_43_R172_2016Present
MERCEDESBENZ,MERCEDESBENZ SLClass AMG,"Convertible (spider/spyder, cabrio/cabriolet, drop/open/soft top)",Coupe Cabrio,MercedesAMG SLClass AMG 2021Present,MercedesAMG_SLClass_AMG_2021Present
NISSAN,NISSAN XTrail T30,SUV (Sports Utility Vehicle),Small SUV,2001 Nissan XTrail,2001_Nissan_XTrail
NISSAN,NISSAN Note,Van,Small,2013 Nissan Note,2013_Nissan_Note
NISSAN,NISSAN GTR,Coup (two-door),Coupe,2017 Nissan GTR,2017_Nissan_GTR
NISSAN,NISSAN Murano,SUV (Sports Utility Vehicle),Crossover,2019 Nissan Murano,2019_Nissan_Murano
NISSAN,NISSAN GTR Nismo,Coup (two-door),Coupe,2020 Nissan GTR Nismo,2020_Nissan_GTR_Nismo
NISSAN,NISSAN GTR Nismo,Coup (two-door),Coupe,2024 Nissan GTR Nismo,2024_Nissan_GTR_Nismo
NISSAN,NISSAN 350Z,Coup (two-door),Coupe,NISSAN 350Z 20022005,NISSAN_350Z_20022005
NISSAN,NISSAN 350Z Roadster,"Convertible (spider/spyder, cabrio/cabriolet, drop/open/soft top)",Coupe Cabrio,NISSAN 350Z Roadster 20052007,NISSAN_350Z_Roadster_20052007
NISSAN,NISSAN 350Z Roadster,"Convertible (spider/spyder, cabrio/cabriolet, drop/open/soft top)",Roadster & Convertible,NISSAN 350Z Roadster 20082009,NISSAN_350Z_Roadster_20082009
NISSAN,NISSAN 370Z,Coup (two-door),Coupe,NISSAN 370Z 20082012,NISSAN_370Z_20082012
NISSAN,NISSAN 370Z Coupe,Coup (two-door),Coupe,NISSAN 370Z Coupe 2012Present,NISSAN_370Z_Coupe_2012Present
NISSAN,NISSAN 370z Nismo,Coup (two-door),Coupe,NISSAN 370z Nismo 20092012,NISSAN_370z_Nismo_20092012
NISSAN,NISSAN 370z Nismo,Coup (two-door),Coupe,NISSAN 370z Nismo 20132014,NISSAN_370z_Nismo_20132014
NISSAN,NISSAN 370z Nismo,Coup (two-door),Coupe,NISSAN 370z Nismo 2014Present,NISSAN_370z_Nismo_2014Present
NISSAN,NISSAN 370Z Roadster,"Convertible (spider/spyder, cabrio/cabriolet, drop/open/soft top)",Roadster & Convertible,NISSAN 370Z Roadster 20092012,NISSAN_370Z_Roadster_20092012
NISSAN,NISSAN 370Z Roadster,"Convertible (spider/spyder, cabrio/cabriolet, drop/open/soft top)",Roadster & Convertible,NISSAN 370Z Roadster 2012Present,NISSAN_370Z_Roadster_2012Present
NISSAN,NISSAN Almera  Pulsar 3 Doors,Hatchback,Small,NISSAN Almera  Pulsar 3 Doors 20022007,NISSAN_Almera_Pulsar_3_Doors_20022007
NISSAN,NISSAN Almera  Pulsar 4 Doors,Hatchback,Compact,NISSAN Almera  Pulsar 4 Doors 20002007,NISSAN_Almera_Pulsar_4_Doors_20002007
NISSAN,NISSAN Almera  Pulsar 5 Doors,Hatchback,Compact,NISSAN Almera  Pulsar 5 Doors 20022007,NISSAN_Almera_Pulsar_5_Doors_20022007
NISSAN,NISSAN Almera Tino,Van,Medium MPV,NISSAN Almera Tino 20002006,NISSAN_Almera_Tino_20002006
